-0.000250884	2.56743e-005	0.000252194
-0.000752384	7.70068e-005	0.000756315
-0.00125308	0.000128291	0.00125963
-0.00175245	0.000179495	0.00176162
-0.00224995	0.000230584	0.00226173
-0.00274506	0.000281524	0.00275946
-0.00323725	0.000332276	0.00325426
-0.00372601	0.000382804	0.00374562
-0.00421082	0.000433065	0.00423303
-0.00469117	0.000483017	0.00471597
-0.00516656	0.000532613	0.00519394
-0.0056365	0.000581807	0.00566645
-0.0061005	0.000630549	0.006133
-0.00655808	0.000678786	0.00659312
-0.00700878	0.000726467	0.00704633
-0.00745213	0.000773537	0.00749217
-0.00788768	0.000819941	0.00793018
-0.008315	0.000865626	0.00835993
-0.00873365	0.000910537	0.00878099
-0.00914321	0.000954623	0.00919291
-0.00954329	0.000997834	0.00959531
-0.00993347	0.00104012	0.00998778
-0.0103134	0.00108145	0.0103699
-0.0106826	0.00112178	0.0107414
-0.0110409	0.00116107	0.0111018
-0.0113878	0.00119931	0.0114507
-0.0117229	0.00123647	0.011788
-0.0120461	0.00127254	0.0121131
-0.0123569	0.00130754	0.0124259
-0.012655	0.00134145	0.0127259
-0.0129403	0.00137431	0.013013
-0.0132123	0.00140614	0.0132869
-0.0134708	0.00143698	0.0135472
-0.0137156	0.00146688	0.0137938
-0.0139464	0.00149589	0.0140264
-0.0141631	0.00152409	0.0142449
-0.0143653	0.00155156	0.0144489
-0.014553	0.00157838	0.0146383
-0.0147258	0.00160464	0.014813
-0.0148838	0.00163045	0.0149728
-0.0150266	0.00165592	0.0151175
-0.0151541	0.00168117	0.0152471
-0.0152664	0.00170629	0.0153614
-0.0153631	0.00173142	0.0154604
-0.0154443	0.00175668	0.0155439
-0.0155099	0.00178217	0.0156119
-0.0155597	0.00180802	0.0156644
-0.0155938	0.00183434	0.0157014
-0.0156122	0.00186122	0.0157228
-0.0156148	0.00188876	0.0157286
-0.0156016	0.00191706	0.015719
-0.0155727	0.00194617	0.0156939
-0.0155281	0.00197618	0.0156534
-0.0154679	0.00200711	0.0155976
-0.0153921	0.00203902	0.0155266
-0.0153008	0.0020719	0.0154404
-0.0150887	0.00207467	0.0152306
-0.0149556	0.00207539	0.0150989
-0.0148235	0.00208044	0.0149688
-0.0146771	0.0020874	0.0148248
-0.0145164	0.00209629	0.014667
-0.0143416	0.00210713	0.0144956
-0.0141529	0.00211991	0.0143108
-0.0139505	0.00213459	0.0141129
-0.0137346	0.00215111	0.0139021
-0.0135054	0.0021694	0.0136785
-0.0132631	0.00218935	0.0134426
-0.0130079	0.00221085	0.0131945
-0.0127401	0.00223377	0.0129345
-0.0124599	0.00225795	0.0126628
-0.0121675	0.00228324	0.0123799
-0.0118633	0.00230946	0.012086
-0.0115474	0.00233643	0.0117814
-0.0112201	0.00236396	0.0114664
-0.0108817	0.00239187	0.0111415
-0.0105325	0.00241996	0.010807
-0.0101728	0.00244805	0.0104632
-0.00980287	0.00247593	0.0101107
-0.00942299	0.00250344	0.00974987
-0.00903351	0.00253041	0.00938122
-0.00863473	0.00255665	0.00900528
-0.008227	0.00258204	0.00862267
-0.00781065	0.00260642	0.00823406
-0.00738603	0.00262968	0.00784019
-0.0069535	0.00265171	0.00744195
-0.00651342	0.00267241	0.00704035
-0.00606619	0.00269172	0.00663656
-0.00561217	0.00270959	0.00623204
-0.00515178	0.00272597	0.00582853
-0.00468541	0.00274085	0.0054282
-0.00421349	0.00275423	0.00503381
-0.00373643	0.00276613	0.00464892
-0.00325468	0.00277658	0.00427813
-0.00276867	0.00278563	0.0039275
-0.00227885	0.00279335	0.00360499
-0.00178569	0.0027998	0.00332077
-0.00128963	0.00280507	0.00308732
-0.000791153	0.00280925	0.00291853
-0.00029073	0.00281245	0.00282743
0.000210425	0.00280492	0.0028128
0.00070812	0.00273745	0.00282756
0.00120549	0.00265897	0.00291947
0.00170268	0.00257892	0.00309029
0.00219912	0.00249691	0.00332726
0.00269421	0.00241257	0.00361653
0.00318739	0.00232555	0.00394558
0.00367805	0.00223549	0.00430413
0.00416563	0.00214209	0.00468412
0.00464953	0.00204506	0.0050794
0.00512917	0.00194412	0.00548525
0.00560398	0.00183905	0.00589803
0.00607339	0.00172964	0.00631488
0.00653683	0.00161574	0.00673355
0.00699373	0.00149721	0.00715219
0.00744353	0.00137396	0.00756928
0.0078857	0.00124596	0.00798352
0.00831969	0.00111318	0.00839383
0.00874496	0.000975658	0.00879922
0.00916101	0.000833467	0.00919885
0.00956732	0.000686715	0.00959194
0.00996341	0.000535554	0.00997779
0.0103488	0.000380168	0.0103558
0.010723	0.000220782	0.0107253
0.0110856	5.76527e-005	0.0110857
0.0114361	-0.00010893	0.0114366
0.0117742	-0.000278646	0.0117775
0.0120995	-0.000451148	0.0121079
0.0124115	-0.000626064	0.0124273
0.01271	-0.000802997	0.0127353
0.0129946	-0.000981535	0.0130316
0.0132649	-0.00116125	0.0133157
0.0135209	-0.00134169	0.0135873
0.013762	-0.0015224	0.013846
0.0139883	-0.00170293	0.0140915
0.0141993	-0.0018828	0.0143236
0.014395	-0.00206155	0.0145419
0.0145752	-0.0022387	0.0147461
0.0147397	-0.0024138	0.014936
0.0148884	-0.00258638	0.0151114
0.0150213	-0.00275599	0.015272
0.0151382	-0.00292219	0.0154176
0.0152391	-0.00308455	0.0155481
0.0153085	-0.00323963	0.0156475
0.0152752	-0.00335357	0.015639
0.0153365	-0.00346838	0.0157238
0.0153825	-0.00357747	0.015793
0.0154132	-0.00368064	0.0158466
0.0154286	-0.00377767	0.0158844
0.0154288	-0.00386841	0.0159063
0.0154137	-0.00395267	0.0159125
0.0153835	-0.00403032	0.0159027
0.0153382	-0.00410123	0.0158771
0.0152779	-0.00416529	0.0158356
0.0152027	-0.00422241	0.0157782
0.0151127	-0.0042725	0.015705
0.015008	-0.0043155	0.0156161
0.0148888	-0.00435136	0.0155116
0.0147551	-0.00438003	0.0153915
0.0146073	-0.00440149	0.015256
0.0144454	-0.00441572	0.0151052
0.0142696	-0.00442271	0.0149393
0.0140802	-0.00442246	0.0147584
0.0138773	-0.00441497	0.0145627
0.0136612	-0.00440027	0.0143524
0.0134322	-0.00437838	0.0141278
0.0131904	-0.00434932	0.0138889
0.0129361	-0.00431314	0.0136362
0.0126697	-0.00426989	0.0133699
0.0123913	-0.0042196	0.0130901
0.0121014	-0.00416235	0.0127972
0.0118001	-0.0040982	0.0124915
0.0114879	-0.00402722	0.0121733
0.0111649	-0.0039495	0.0118429
0.0108317	-0.00386512	0.0115006
0.0104884	-0.00377419	0.0111468
0.0101355	-0.00367682	0.0107818
0.00977336	-0.00357313	0.0104061
0.00940227	-0.00346324	0.0100198
0.00902261	-0.0033473	0.00962351
0.00863478	-0.00322547	0.00921755
0.00823916	-0.00309792	0.00880232
0.00783611	-0.00296481	0.00837823
0.00742604	-0.00282636	0.00794571
0.00700933	-0.00268276	0.0075052
0.00658638	-0.00253424	0.00705711
0.00615759	-0.00238104	0.00660191
0.00572335	-0.00222339	0.00614005
0.00528407	-0.00206158	0.00567199
0.00484014	-0.00189586	0.0051982
0.00439197	-0.00172654	0.00471915
0.00393996	-0.00155392	0.00423532
0.00348452	-0.0013783	0.00374721
0.00302604	-0.00120002	0.0032553
0.00256494	-0.0010194	0.00276009
0.00210162	-0.000836794	0.00226208
0.00163648	-0.000652551	0.00176178
0.00116992	-0.000467027	0.0012597
0.000702357	-0.000280585	0.000756329
0.000234186	-9.35897e-005	0.000252195
